Concurso,Data,bola 1,bola 2,bola 3,bola 4,bola 5,bola 6,Acertou
2111,2/1/2019,54,41,1,46,58,44,1
2110,31/12/2018,25,33,10,12,18,5,1
2109,20/12/2018,4,16,44,49,12,34,1
2108,18/12/2018,44,59,29,19,41,22,1
2107,15/12/2018,50,44,60,38,56,8,1
2106,12/12/2018,27,3,39,40,36,43,1
2105,8/12/2018,16,46,13,11,24,31,1
2104,6/12/2018,12,45,10,56,2,27,1
2103,4/12/2018,13,40,50,46,3,44,1
2102,1/12/2018,6,4,17,57,34,51,1
2101,28/11/2018,58,56,18,8,2,37,1
2100,24/11/2018,1,35,13,11,10,49,1
2099,21/11/2018,30,15,5,58,20,27,1
2098,17/11/2018,2,38,27,60,18,8,1
2097,14/11/2018,51,28,24,49,9,45,1
2096,10/11/2018,11,51,6,24,13,19,1
2095,7/11/2018,49,29,56,43,35,16,1
2094,3/11/2018,4,33,16,44,19,31,1
2093,31/10/2018,54,34,52,8,14,27,1
2092,27/10/2018,13,17,27,11,15,22,1
2091,25/10/2018,12,11,10,59,38,37,1
2090,23/10/2018,11,8,18,40,37,51,1
2089,20/10/2018,38,48,5,49,10,32,1
2088,17/10/2018,24,3,27,38,14,56,1
2087,13/10/2018,19,18,53,34,2,23,1
2086,10/10/2018,4,53,35,43,47,46,1
2085,6/10/2018,25,49,12,21,38,37,1
2084,3/10/2018,20,37,26,7,39,38,1
2083,29/09/2018,56,33,1,19,18,60,1
2082,26/09/2018,25,33,42,49,6,48,1
2081,22/09/2018,40,42,13,18,35,41,1
2080,20/09/2018,58,55,46,22,40,10,1
2079,18/09/2018,55,37,58,14,2,1,1
2078,15/09/2018,30,36,2,11,39,15,1
2077,12/9/2018,37,13,16,26,39,35,1
2076,8/9/2018,6,15,43,5,12,22,1
2075,5/9/2018,7,9,23,33,57,59,1
2074,1/9/2018,42,8,18,37,58,23,1
2073,29/08/2018,55,12,15,30,52,18,1
2072,25/08/2018,22,13,10,20,12,54,1
2071,22/08/2018,35,46,34,60,24,33,1
2070,18/08/2018,5,26,42,27,48,34,1
2069,16/08/2018,40,3,48,17,34,35,1
2068,14/08/2018,5,47,40,9,42,3,1
2067,11/8/2018,59,2,11,32,26,13,1
2066,8/8/2018,27,55,35,6,25,45,1
2065,4/8/2018,4,11,43,20,30,37,1
2064,1/8/2018,55,53,14,10,36,60,1
2063,28/07/2018,10,19,29,24,6,25,1
2062,25/07/2018,8,15,34,25,10,23,1
2061,21/07/2018,33,45,44,40,36,54,1
2060,18/07/2018,11,39,41,9,25,8,1
2059,14/07/2018,5,4,36,56,40,44,1
2058,11/7/2018,19,4,23,29,59,56,1
2057,7/7/2018,37,38,20,13,10,54,1
2056,5/7/2018,29,47,22,36,34,18,1
2055,3/7/2018,53,43,46,25,35,6,1
2054,30/06/2018,39,4,7,12,26,22,1
2053,27/06/2018,12,27,40,37,22,55,1
2052,23/06/2018,57,50,56,51,58,59,1
2051,20/06/2018,37,5,44,1,53,6,1
2050,16/06/2018,33,50,38,32,8,31,1
2049,13/06/2018,19,10,27,31,51,53,1
2048,9/6/2018,10,39,38,35,26,19,1
2047,6/6/2018,18,19,44,54,1,29,1
2046,2/6/2018,27,11,6,28,46,3,1
2045,30/05/2018,27,46,15,25,50,45,1
2044,26/05/2018,14,7,60,54,47,56,1
2043,23/05/2018,53,58,21,38,57,56,1
2042,19/05/2018,33,32,22,29,35,14,1
2041,16/05/2018,10,12,54,42,22,25,1
2040,12/5/2018,56,58,54,6,41,9,1
2039,10/5/2018,28,22,6,31,44,12,1
2038,8/5/2018,26,35,40,25,6,38,1
2037,5/5/2018,60,30,14,45,23,16,1
2036,2/5/2018,23,58,8,19,27,7,1
2035,28/04/2018,52,35,49,30,38,36,1
2034,25/04/2018,7,56,22,13,6,17,1
2033,20/04/2018,40,10,18,33,38,43,1
2032,17/04/2018,19,39,20,53,14,6,1
2031,14/04/2018,23,39,18,55,50,37,1
2030,11/4/2018,38,4,58,40,27,59,1
2029,7/4/2018,15,37,18,33,40,6,1
2028,4/4/2018,7,42,58,36,24,11,1
2027,31/03/2018,11,15,39,37,29,44,1
2026,28/03/2018,51,33,23,52,31,10,1
2025,24/03/2018,52,56,4,24,46,55,1
2024,21/03/2018,29,16,20,35,47,23,1
2023,17/03/2018,23,56,8,7,1,6,1
2022,14/03/2018,28,60,52,45,4,48,1
2021,10/3/2018,32,37,40,60,7,14,1
2020,7/3/2018,2,46,57,60,48,36,1
2019,3/3/2018,41,46,54,59,23,52,1
2018,28/02/2018,55,11,27,22,25,59,1
2017,24/02/2018,56,10,11,2,38,24,1
2016,21/02/2018,11,17,48,18,4,21,1
2015,17/02/2018,18,58,32,39,27,17,1
2014,14/02/2018,46,32,16,56,40,53,1
2013,10/2/2018,6,36,53,30,56,23,1
2012,8/2/2018,11,51,36,8,35,27,1
2011,6/2/2018,28,35,58,54,2,32,1
2010,3/2/2018,18,56,8,34,39,10,1
2009,31/01/2018,1,48,50,44,37,46,1
2008,27/01/2018,27,22,58,33,59,42,1
2007,24/01/2018,41,14,54,4,39,58,1
2006,20/01/2018,20,9,1,14,54,25,1
2005,17/01/2018,22,19,33,11,53,34,1
2004,13/01/2018,45,35,1,23,5,14,1
2003,10/1/2018,40,50,43,28,51,34,1
2002,6/1/2018,59,46,28,38,4,30,1
2001,3/1/2018,22,20,52,60,42,36,1
2000,31/12/2017,6,37,34,10,3,17,1
1999,21/12/2017,42,38,49,15,50,37,1
1998,19/12/2017,57,21,24,52,25,8,1
1997,16/12/2017,14,7,35,1,31,46,1
1996,13/12/2017,56,21,20,7,40,24,1
1995,9/12/2017,14,37,39,26,35,29,1
1994,6/12/2017,44,5,32,2,12,40,1
1993,2/12/2017,50,57,48,17,6,33,1
1992,29/11/2017,21,11,13,53,54,5,1
1991,25/11/2017,19,34,44,36,20,28,1
1990,22/11/2017,37,26,11,24,59,34,1
1989,18/11/2017,40,58,30,32,15,22,1
1988,16/11/2017,5,39,10,54,46,42,1
1987,11/11/2017,10,58,14,45,31,34,1
1986,9/11/2017,55,23,44,43,36,56,1
1985,7/11/2017,9,36,29,28,34,55,1
1984,4/11/2017,43,32,21,50,35,29,1
1983,1/11/2017,14,22,6,5,10,36,1
1982,28/10/2017,46,24,20,4,50,14,1
1981,25/10/2017,15,6,39,19,37,53,1
1980,21/10/2017,18,16,12,34,37,17,1
1979,19/10/2017,38,23,45,32,29,22,1
1978,17/10/2017,6,2,57,22,55,44,1
1977,14/10/2017,28,3,32,34,37,16,1
1976,11/10/2017,52,14,19,12,59,25,1
1975,7/10/2017,8,24,47,26,11,57,1
1974,4/10/2017,19,57,38,54,4,27,1
1973,30/09/2017,17,16,60,12,52,1,1
1972,27/09/2017,20,9,59,54,16,57,1
1971,23/09/2017,54,10,52,41,44,4,1
1970,21/09/2017,10,18,24,5,39,52,1
1969,19/09/2017,30,59,20,32,8,48,1
1968,16/09/2017,35,48,44,39,36,52,1
1967,13/09/2017,32,39,13,54,30,46,1
1966,9/9/2017,19,10,32,60,13,40,1
1965,6/9/2017,28,26,55,38,48,35,1
1964,2/9/2017,32,27,48,36,2,50,1
1963,30/08/2017,34,60,5,4,7,42,1
1962,26/08/2017,39,5,6,53,15,25,1
1961,23/08/2017,50,30,25,17,32,26,1
1960,19/08/2017,43,39,18,25,37,1,1
1959,16/08/2017,56,43,21,8,27,35,1
1958,12/8/2017,55,34,22,20,24,15,1
1957,10/8/2017,23,47,29,2,14,22,1
1956,8/8/2017,20,40,28,5,8,45,1
1955,5/8/2017,15,41,45,33,36,27,1
1954,2/8/2017,40,9,49,25,35,33,1
1953,29/07/2017,45,29,42,9,43,26,1
1952,26/07/2017,9,21,53,36,52,38,1
1951,22/07/2017,55,14,16,21,33,19,1
1950,19/07/2017,32,21,10,48,34,57,1
1949,15/07/2017,30,1,14,56,22,6,1
1948,12/7/2017,28,33,20,24,57,12,1
1947,8/7/2017,52,59,55,40,8,33,1
1946,6/7/2017,6,39,4,44,52,60,1
1945,4/7/2017,8,54,21,10,45,4,1
1944,1/7/2017,8,57,47,39,9,59,1
1943,28/06/2017,43,11,39,9,30,12,1
1942,24/06/2017,48,20,43,18,6,24,1
1941,21/06/2017,38,1,9,48,49,24,1
1940,17/06/2017,36,16,9,47,13,17,1
1939,14/06/2017,39,29,24,52,7,45,1
1938,10/6/2017,10,54,42,16,40,32,1
1937,7/6/2017,10,29,24,43,6,55,1
1936,3/6/2017,51,40,52,24,12,3,1
1935,31/05/2017,24,17,10,1,3,23,1
1934,27/05/2017,56,39,35,8,23,59,1
1933,24/05/2017,15,19,35,59,14,2,1
1932,20/05/2017,55,21,16,44,29,10,1
1931,17/05/2017,34,8,2,15,9,22,1
1930,13/05/2017,17,56,37,52,18,4,1
1929,11/5/2017,10,52,23,36,3,43,1
1928,9/5/2017,28,51,59,26,53,10,1
1927,6/5/2017,11,5,30,31,13,19,1
1926,3/5/2017,46,3,2,30,14,20,1
1925,29/04/2017,47,43,38,1,17,45,1
1924,26/04/2017,16,52,53,58,30,12,1
1923,22/04/2017,46,34,59,45,9,42,1
1922,19/04/2017,20,41,22,36,43,38,1
1921,15/04/2017,19,10,16,15,28,35,1
1920,12/4/2017,39,45,31,25,43,33,1
1919,8/4/2017,60,28,54,37,45,11,1
1918,5/4/2017,22,17,50,38,20,16,1
1917,1/4/2017,4,36,25,21,46,33,1
1916,29/03/2017,3,50,18,23,9,52,1
1915,25/03/2017,57,21,2,33,20,48,1
1914,22/03/2017,39,33,29,16,44,42,1
1913,18/03/2017,14,56,52,17,4,43,1
1912,15/03/2017,42,10,33,36,13,35,1
1911,11/3/2017,32,16,33,23,18,30,1
1910,8/3/2017,9,6,39,15,22,48,1
1909,4/3/2017,47,43,45,40,57,11,1
1908,1/3/2017,10,27,57,13,23,4,1
1907,25/02/2017,3,48,44,35,25,38,1
1906,23/02/2017,27,40,33,6,39,60,1
1905,21/02/2017,43,54,29,57,35,56,1
1904,18/02/2017,21,18,56,15,51,12,1
1903,15/02/2017,9,43,10,15,45,28,1
1902,11/2/2017,25,18,2,21,9,7,1
1901,8/2/2017,30,53,26,11,37,12,1
1900,4/2/2017,46,11,8,43,28,27,1
1899,1/2/2017,48,35,44,23,36,20,1
1898,28/01/2017,53,12,58,55,34,45,1
1897,25/01/2017,52,9,58,47,22,25,1
1896,21/01/2017,25,6,14,21,3,15,1
1895,18/01/2017,3,5,2,34,10,15,1
1894,14/01/2017,31,35,57,54,21,53,1
1893,11/1/2017,17,58,45,19,28,16,1
1892,7/1/2017,50,22,6,37,30,17,1
1891,4/1/2017,47,1,3,19,23,58,1
1890,31/12/2016,5,24,51,22,11,53,1
1889,24/12/2016,30,25,23,44,28,16,1
1888,22/12/2016,48,1,18,45,17,10,1
1887,20/12/2016,23,56,41,46,34,11,1
1886,17/12/2016,7,40,54,15,3,45,1
1885,14/12/2016,59,7,18,23,32,14,1
1884,10/12/2016,38,1,32,4,23,59,1
1883,7/12/2016,28,59,16,47,27,60,1
1882,3/12/2016,41,35,37,10,19,9,1
1881,30/11/2016,30,10,53,44,3,56,1
1880,26/11/2016,19,51,56,16,5,37,1
1879,23/11/2016,20,58,10,59,57,5,1
1878,19/11/2016,56,26,40,16,57,12,1
1877,16/11/2016,35,13,32,16,24,23,1
1876,12/11/2016,7,18,51,41,44,39,1
1875,10/11/2016,53,45,47,1,52,55,1
1874,8/11/2016,43,28,10,37,47,44,1
1873,5/11/2016,25,5,53,28,41,54,1
1872,3/11/2016,39,11,56,46,13,25,1
1871,29/10/2016,17,58,33,52,11,3,1
1870,26/10/2016,30,40,33,18,20,32,1
1869,22/10/2016,11,26,24,52,40,23,1
1868,20/10/2016,25,5,31,1,28,23,1
1867,18/10/2016,3,43,21,17,22,10,1
1866,15/10/2016,14,36,60,38,17,44,1
1865,13/10/2016,42,5,32,37,1,31,1
1864,8/10/2016,5,4,37,40,60,14,1
1863,5/10/2016,23,45,16,58,59,56,1
1862,1/10/2016,8,49,35,42,56,2,1
1861,28/09/2016,45,9,60,2,35,4,1
1860,24/09/2016,10,40,30,44,36,60,1
1859,22/09/2016,13,26,1,21,14,51,1
1858,20/09/2016,55,30,28,59,33,22,1
1857,17/09/2016,53,35,52,25,23,13,1
1856,14/09/2016,14,9,2,32,22,37,1
1855,10/9/2016,6,38,24,39,15,10,1
1854,8/9/2016,59,30,43,31,34,25,1
1853,3/9/2016,2,41,39,1,34,45,1
1852,31/08/2016,29,13,49,50,45,17,1
1851,27/08/2016,35,22,8,37,21,18,1
1850,24/08/2016,24,32,23,40,41,38,1
1849,20/08/2016,35,27,3,11,44,5,1
1848,17/08/2016,58,41,50,40,9,55,1
1847,13/08/2016,45,1,57,49,50,6,1
1846,11/8/2016,49,26,30,34,24,6,1
1845,9/8/2016,9,3,29,13,30,51,1
1844,6/8/2016,4,3,37,39,48,50,1
1843,3/8/2016,28,26,33,41,8,54,1
1842,30/07/2016,18,43,22,24,16,34,1
1841,27/07/2016,6,51,13,38,49,3,1
1840,23/07/2016,33,41,48,15,17,47,1
1839,20/07/2016,28,32,22,56,58,7,1
1838,16/07/2016,59,24,30,8,57,5,1
1837,14/07/2016,41,48,57,50,44,54,1
1836,12/7/2016,59,18,45,60,8,15,1
1835,9/7/2016,50,36,8,28,47,58,1
1834,6/7/2016,2,22,51,24,48,17,1
1833,2/7/2016,2,42,3,27,16,7,1
1832,29/06/2016,34,47,57,56,14,46,1
1831,25/06/2016,55,15,48,32,28,27,1
1830,22/06/2016,29,3,54,7,37,60,1
1829,18/06/2016,53,32,30,7,24,13,1
1828,15/06/2016,40,32,11,6,59,48,1
1827,11/6/2016,43,33,53,26,54,42,1
1826,9/6/2016,43,48,32,19,17,51,1
1825,7/6/2016,21,54,10,50,51,11,1
1824,4/6/2016,19,30,60,12,6,5,1
1823,1/6/2016,54,34,59,21,9,4,1
1822,28/05/2016,22,53,26,1,43,50,1
1821,25/05/2016,53,31,19,52,36,22,1
1820,21/05/2016,27,19,23,3,45,40,1
1819,18/05/2016,37,26,18,30,33,17,1
1818,14/05/2016,10,53,15,2,6,56,1
1817,11/5/2016,47,1,26,55,39,4,1
1816,7/5/2016,12,10,46,28,22,5,1
1815,5/5/2016,60,8,25,39,41,11,1
1814,3/5/2016,53,51,27,11,46,9,1
1813,30/04/2016,51,9,13,15,19,11,1
1812,27/04/2016,45,34,23,20,37,32,1
1811,23/04/2016,32,37,5,35,17,57,1
1810,20/04/2016,56,10,43,50,1,25,1
1809,16/04/2016,23,12,54,46,9,24,1
1808,13/04/2016,20,25,45,2,41,14,1
1807,9/4/2016,43,15,22,1,16,25,1
1806,6/4/2016,11,42,55,58,35,20,1
1805,2/4/2016,17,49,27,22,57,31,1
1804,30/03/2016,20,50,48,59,28,21,1
1803,26/03/2016,4,29,8,49,38,50,1
1802,23/03/2016,6,14,2,17,44,13,1
1801,19/03/2016,19,45,43,6,54,34,1
1800,16/03/2016,31,56,16,6,11,19,1
1799,12/3/2016,53,1,3,4,51,39,1
1798,10/3/2016,9,28,45,2,23,53,1
1797,8/3/2016,2,57,35,13,54,14,1
1796,5/3/2016,54,22,48,34,23,53,1
1795,2/3/2016,55,50,42,58,47,30,1
1794,27/02/2016,1,5,37,60,34,40,1
1793,24/02/2016,56,13,22,54,14,58,1
1792,20/02/2016,47,41,18,17,2,16,1
1791,17/02/2016,55,12,50,18,53,46,1
1790,13/02/2016,28,13,11,26,50,27,1
1789,10/2/2016,57,59,6,25,43,58,1
1788,6/2/2016,42,45,56,13,3,59,1
1787,4/2/2016,1,29,13,25,5,26,1
1786,2/2/2016,34,8,2,21,25,6,1
1785,30/01/2016,27,5,42,54,41,11,1
1784,27/01/2016,30,15,54,55,26,4,1
1783,23/01/2016,38,16,21,4,18,6,1
1782,20/01/2016,34,57,47,18,6,52,1
1781,16/01/2016,22,8,52,1,53,49,1
1780,14/01/2016,20,6,33,22,31,34,1
1779,12/1/2016,25,56,30,12,39,57,1
1778,9/1/2016,4,38,48,10,45,40,1
1777,6/1/2016,55,4,44,38,19,52,1
1776,2/1/2016,39,11,48,14,19,10,1
1775,31/12/2015,31,2,51,42,18,56,1
1774,26/12/2015,1,52,30,60,20,12,1
1773,24/12/2015,45,41,39,30,15,59,1
1772,22/12/2015,27,39,19,41,12,45,1
1771,19/12/2015,38,2,27,28,32,20,1
1770,16/12/2015,34,30,41,11,27,26,1
1769,12/12/2015,32,44,54,60,47,37,1
1768,9/12/2015,35,11,7,50,34,5,1
1767,5/12/2015,44,26,39,35,16,45,1
1766,2/12/2015,60,23,22,46,53,41,1
1765,28/11/2015,1,28,56,37,6,58,1
1764,25/11/2015,6,7,41,39,29,55,1
1763,21/11/2015,21,9,15,36,12,31,1
1762,18/11/2015,45,59,42,55,32,26,1
1761,14/11/2015,53,36,10,9,50,55,1
1760,13/11/2015,25,10,24,47,48,36,1
1759,10/11/2015,2,14,21,60,22,51,1
1758,7/11/2015,6,23,16,11,42,36,1
1757,4/11/2015,43,13,28,56,37,25,1
1756,31/10/2015,28,13,6,14,45,35,1
1755,28/10/2015,48,5,30,18,8,2,1
1754,24/10/2015,20,31,40,30,27,53,1
1753,21/10/2015,54,8,45,29,35,15,1
1752,17/10/2015,36,53,55,37,60,9,1
1751,15/10/2015,42,22,51,23,57,15,1
1750,13/10/2015,17,41,48,15,20,31,1
1749,10/10/2015,33,13,14,3,43,29,1
1748,7/10/2015,2,53,13,49,10,41,1
1747,3/10/2015,53,34,59,33,48,6,1
1746,30/09/2015,37,40,6,58,41,18,1
1745,26/09/2015,13,47,60,18,52,9,1
1744,23/09/2015,12,9,56,29,14,42,1
1743,19/09/2015,34,31,29,4,10,35,1
1742,16/09/2015,23,27,21,19,52,11,1
1741,12/9/2015,49,18,20,32,15,48,1
1740,9/9/2015,38,15,47,25,10,53,1
1739,5/9/2015,34,17,9,46,10,32,1
1738,2/9/2015,53,46,28,48,37,12,1
1737,29/08/2015,59,5,51,42,50,8,1
1736,26/08/2015,13,32,12,41,24,29,1
1735,22/08/2015,46,16,33,45,34,6,1
1734,19/08/2015,52,29,17,41,12,25,1
1733,15/08/2015,5,9,41,14,3,46,1
1732,12/8/2015,25,60,34,53,45,38,1
1731,8/8/2015,59,49,43,5,27,18,1
1730,6/8/2015,1,24,10,17,42,51,1
1729,4/8/2015,53,14,44,7,23,43,1
1728,1/8/2015,28,39,8,59,42,3,1
1727,29/07/2015,4,6,41,40,19,20,1
1726,25/07/2015,42,54,57,3,49,10,1
1725,22/07/2015,26,31,30,18,16,34,1
1724,18/07/2015,27,39,37,58,60,33,1
1723,15/07/2015,27,60,30,14,46,52,1
1722,11/7/2015,41,39,9,49,23,58,1
1721,9/7/2015,12,33,4,38,36,19,1
1720,7/7/2015,49,39,18,31,57,23,1
1719,4/7/2015,44,22,31,54,34,1,1
1718,1/7/2015,30,53,4,31,47,32,1
1717,27/06/2015,9,58,16,44,2,37,1
1716,24/06/2015,25,36,2,53,42,41,1
1715,20/06/2015,20,16,35,40,60,53,1
1714,17/06/2015,51,2,24,52,36,8,1
1713,13/06/2015,3,29,10,16,23,27,1
1712,10/6/2015,50,19,59,2,29,12,1
1711,6/6/2015,38,22,50,45,26,39,1
1710,3/6/2015,59,56,7,28,21,58,1
1709,30/05/2015,30,7,47,35,19,42,1
1708,27/05/2015,38,50,29,45,17,32,1
1707,23/05/2015,36,27,20,7,16,52,1
1706,20/05/2015,12,31,34,48,36,56,1
1705,16/05/2015,50,37,51,27,29,25,1
1704,13/05/2015,11,7,59,51,32,1,1
1703,9/5/2015,49,3,35,39,23,26,1
1702,7/5/2015,39,52,17,35,19,33,1
1701,5/5/2015,9,3,18,40,32,56,1
1700,2/5/2015,58,41,48,50,15,18,1
1699,29/04/2015,1,10,30,33,38,6,1
1698,25/04/2015,24,44,28,13,45,11,1
1697,22/04/2015,8,30,23,51,53,58,1
1696,18/04/2015,12,1,31,37,17,46,1
1695,15/04/2015,36,43,38,24,58,44,1
1694,11/4/2015,34,29,20,37,57,45,1
1693,8/4/2015,19,18,38,5,21,15,1
1692,4/4/2015,44,56,13,14,27,11,1
1691,1/4/2015,39,45,58,10,1,24,1
1690,28/03/2015,24,45,53,35,26,21,1
1689,25/03/2015,41,2,53,5,13,27,1
1688,21/03/2015,18,23,42,56,32,30,1
1687,18/03/2015,15,58,24,37,46,49,1
1686,14/03/2015,44,37,9,55,14,46,1
1685,11/3/2015,39,46,18,51,31,3,1
1684,7/3/2015,9,12,31,50,18,39,1
1683,4/3/2015,48,4,12,34,32,33,1
1682,28/02/2015,13,39,51,37,35,7,1
1681,25/02/2015,1,33,8,11,6,50,1
1680,21/02/2015,37,46,47,51,23,38,1
1679,18/02/2015,28,2,1,46,27,47,1
1678,14/02/2015,35,52,17,19,9,11,1
1677,11/2/2015,52,33,15,28,51,10,1
1676,7/2/2015,2,1,37,51,48,11,1
1675,4/2/2015,36,3,35,56,18,34,1
1674,31/01/2015,42,59,30,58,50,22,1
1673,28/01/2015,35,10,47,5,24,23,1
1672,24/01/2015,20,10,1,5,42,3,1
1671,21/01/2015,21,31,56,55,45,27,1
1670,17/01/2015,1,33,30,17,47,19,1
1669,14/01/2015,29,28,31,48,45,49,1
1668,10/1/2015,47,40,55,57,52,5,1
1667,7/1/2015,51,24,56,7,12,44,1
1666,3/1/2015,51,27,1,23,45,2,1
1665,31/12/2014,20,11,16,1,56,5,1
1664,24/12/2014,48,8,21,36,23,29,1
1663,20/12/2014,20,27,49,40,55,18,1
1662,17/12/2014,57,10,25,14,33,29,1
1661,13/12/2014,16,48,43,27,58,13,1
1660,10/12/2014,17,38,42,51,34,8,1
1659,6/12/2014,20,33,37,49,4,10,1
1658,3/12/2014,7,40,19,49,11,23,1
1657,29/11/2014,10,54,37,45,14,7,1
1656,26/11/2014,6,4,43,54,56,11,1
1655,22/11/2014,56,46,7,24,28,53,1
1654,19/11/2014,50,33,42,7,58,16,1
1653,14/11/2014,45,22,27,21,1,32,1
1652,12/11/2014,44,28,24,57,7,26,1
1651,8/11/2014,27,44,8,35,38,41,1
1650,5/11/2014,23,57,29,17,60,38,1
1649,1/11/2014,54,33,24,44,38,42,1
1648,29/10/2014,48,18,15,22,20,16,1
1647,25/10/2014,38,54,23,12,17,53,1
1646,22/10/2014,34,23,41,19,40,58,1
1645,18/10/2014,31,37,21,38,8,18,1
1644,15/10/2014,10,16,34,13,60,22,1
1643,11/10/2014,19,20,16,60,28,37,1
1642,8/10/2014,47,3,43,42,60,23,1
1641,4/10/2014,51,30,29,33,46,23,1
1640,1/10/2014,6,18,46,23,31,2,1
1639,27/09/2014,35,51,34,49,16,29,1
1638,24/09/2014,38,2,42,58,41,1,1
1637,20/09/2014,5,56,24,55,1,47,1
1636,17/09/2014,33,19,52,51,35,26,1
1635,13/09/2014,30,32,51,8,28,23,1
1634,10/9/2014,44,9,33,10,23,51,1
1633,6/9/2014,2,11,49,13,36,1,1
1632,3/9/2014,18,56,27,6,24,59,1
1631,30/08/2014,47,48,44,60,4,29,1
1630,27/08/2014,30,43,7,44,1,54,1
1629,23/08/2014,47,20,35,4,59,24,1
1628,20/08/2014,38,26,60,34,29,50,1
1627,16/08/2014,26,57,20,32,45,41,1
1626,13/08/2014,3,52,5,43,35,14,1
1625,9/8/2014,45,11,22,52,36,40,1
1624,7/8/2014,32,2,27,47,58,41,1
1623,5/8/2014,33,56,59,43,50,49,1
1622,2/8/2014,21,7,5,53,45,4,1
1621,30/07/2014,24,22,38,49,10,39,1
1620,26/07/2014,57,23,38,13,34,27,1
1619,23/07/2014,46,17,5,42,47,8,1
1618,19/07/2014,9,51,20,24,52,43,1
1617,16/07/2014,23,31,47,54,3,26,1
1616,12/7/2014,46,40,58,31,28,42,1
1615,9/7/2014,26,20,5,44,33,31,1
1614,5/7/2014,49,27,43,17,14,21,1
1613,2/7/2014,31,18,4,46,44,49,1
1612,28/06/2014,17,51,36,6,42,13,1
1611,25/06/2014,24,51,50,28,58,47,1
1610,21/06/2014,36,53,35,9,1,4,1
1609,18/06/2014,2,26,6,13,53,60,1
1608,14/06/2014,6,43,17,5,54,59,1
1607,11/6/2014,32,41,51,7,31,52,1
1606,7/6/2014,54,1,15,37,46,42,1
1605,4/6/2014,42,30,9,19,31,21,1
1604,31/05/2014,21,40,51,27,24,2,1
1603,28/05/2014,13,53,20,31,60,27,1
1602,24/05/2014,8,44,40,35,22,12,1
1601,21/05/2014,60,24,56,45,10,8,1
1600,17/05/2014,9,46,23,32,35,57,1
1599,14/05/2014,35,10,15,58,36,3,1
1598,10/5/2014,36,47,42,29,53,31,1
1597,7/5/2014,16,52,5,44,10,50,1
1596,3/5/2014,5,12,1,7,45,10,1
1595,30/04/2014,59,5,42,8,46,2,1
1594,26/04/2014,53,43,23,6,7,8,1
1593,23/04/2014,4,17,38,9,18,21,1
1592,19/04/2014,41,49,36,42,31,38,1
1591,16/04/2014,4,23,55,10,38,33,1
1590,12/4/2014,40,7,44,55,34,20,1
1589,9/4/2014,11,41,51,5,19,4,1
1588,5/4/2014,36,29,23,49,32,45,1
1587,2/4/2014,8,21,19,30,52,56,1
1586,29/03/2014,47,58,8,43,39,46,1
1585,26/03/2014,55,47,43,48,49,2,1
1584,22/03/2014,27,54,28,50,22,3,1
1583,19/03/2014,18,2,9,47,17,45,1
1582,15/03/2014,4,17,1,48,13,38,1
1581,12/3/2014,31,34,15,14,25,30,1
1580,8/3/2014,1,6,14,17,33,36,1
1579,5/3/2014,34,25,40,51,60,49,1
1578,1/3/2014,6,53,56,30,37,3,1
1577,26/02/2014,25,32,11,59,51,14,1
1576,22/02/2014,26,30,21,15,13,46,1
1575,19/02/2014,1,5,4,45,14,56,1
1574,15/02/2014,6,28,33,48,46,27,1
1573,12/2/2014,7,16,36,35,38,21,1
1572,8/2/2014,46,42,27,45,20,47,1
1571,5/2/2014,46,60,55,32,3,29,1
1570,1/2/2014,18,46,42,15,56,24,1
1569,29/01/2014,42,15,18,31,5,53,1
1568,25/01/2014,28,58,19,24,42,25,1
1567,22/01/2014,53,38,30,2,15,48,1
1566,18/01/2014,11,32,60,5,6,36,1
1565,15/01/2014,43,41,37,51,18,39,1
1564,11/1/2014,54,44,38,25,46,53,1
1563,9/1/2014,43,36,1,20,13,6,1
1562,4/1/2014,12,10,51,37,23,47,1
1561,2/1/2014,28,26,54,55,23,60,1
1560,31/12/2013,30,47,53,38,20,36,1
1559,21/12/2013,37,58,12,29,8,16,1
1558,19/12/2013,31,42,15,7,17,54,1
1557,17/12/2013,46,18,16,45,31,4,1
1556,14/12/2013,7,52,11,10,1,4,1
1555,11/12/2013,5,52,59,2,33,23,1
1554,7/12/2013,30,52,50,49,53,32,1
1553,4/12/2013,29,21,20,46,22,60,1
1552,30/11/2013,7,18,26,46,39,24,1
1551,27/11/2013,2,23,38,15,21,19,1
1550,23/11/2013,21,56,36,9,13,27,1
1549,20/11/2013,32,53,16,20,12,10,1
1548,16/11/2013,44,41,42,54,47,19,1
1547,13/11/2013,28,21,9,10,2,18,1
1546,9/11/2013,38,44,17,60,4,53,1
1545,6/11/2013,6,48,11,45,4,24,1
1544,1/11/2013,30,50,45,2,35,21,1
1543,30/10/2013,30,7,23,20,15,41,1
1542,26/10/2013,7,12,57,11,30,39,1
1541,23/10/2013,37,5,24,44,49,58,1
1540,19/10/2013,54,47,27,17,3,32,1
1539,16/10/2013,10,49,8,58,20,26,1
1538,11/10/2013,35,52,27,53,57,23,1
1537,9/10/2013,6,56,33,50,51,10,1
1536,5/10/2013,18,32,29,13,50,58,1
1535,2/10/2013,55,25,9,8,54,41,1
1534,28/09/2013,28,12,34,29,1,48,1
1533,25/09/2013,29,21,47,57,13,34,1
1532,21/09/2013,42,2,11,23,31,44,1
1531,18/09/2013,24,41,12,42,44,13,1
